Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
87.33123788,97.93812855,99.13674108,20.44687187,58.68013738,14.00999944,75.72374276,28.91206836,46.07632389,88.54727142,50.55599107,87.38954602,36.83355495,36.83355495,36.83355495,36.83355495
93.41273641,98.41116605,94.05522283,72.67017811,72.21553591,17.72492791,81.23965201,0.835113017,82.99249436,95.40773643,69.70735458,92.17013757,22.46278299,22.46278299,22.46278299,22.46278299
79.37857085,98.20347004,95.07940788,13.37034352,76.67277022,28.71497981,86.85776619,24.12260258,81.05299558,91.68294062,61.21811266,89.31202676,28.0939141,28.0939141,28.0939141,28.0939141
99.52345396,96.03519148,95.51884521,65.60172495,75.95992969,58.86855649,99.17807481,33.77549595,79.51907557,97.52555108,78.93968458,93.31584129,14.37615671,14.37615671,14.37615671,14.37615671
73.98051006,99.73099423,94.90403596,46.0395898,82.09560926,99.34067296,72.54204779,12.76384277,93.2017875,97.79977973,78.87179846,94.71267996,15.8408815,15.8408815,15.8408815,15.8408815
90.52159353,98.8272762,86.79252133,78.30270852,99.81973276,82.02866527,65.55126311,12.74145613,97.16524693,99.09575816,87.36779214,95.99985099,8.632058843,8.632058843,8.632058843,8.632058843
80.96282264,95.43775811,97.8492857,61.03798889,80.77134241,99.72690808,89.24172504,18.78090825,72.05527339,98.62871835,80.26000112,95.01990655,14.75990542,14.75990542,14.75990542,14.75990542
86.39023231,98.34817646,91.63143198,84.10073901,99.49399936,52.09981407,99.77529575,21.84866307,98.66931957,98.26787112,86.01522339,94.97152204,8.956298648,8.956298648,8.956298648,8.956298648
82.73391722,96.33867604,92.34075041,83.98886699,67.2249907,74.43452734,99.37457464,18.75003752,67.14753248,98.72736605,77.18029247,94.45733299,17.27704053,17.27704053,17.27704053,17.27704053
69.14920676,93.19897653,94.79657335,97.66080237,43.28340741,75.16918359,85.37179922,19.85023627,75.56816698,97.51031476,72.10736778,94.11195381,22.00458603,22.00458603,22.00458603,22.00458603
78.55329199,98.19695005,99.81386084,51.87038451,84.09841014,82.85340891,99.39769396,15.95351301,90.49847281,98.33943742,80.44493322,94.55436103,14.10942781,14.10942781,14.10942781,14.10942781
45.72595327,99.65072305,92.69552923,69.65912894,80.15028327,42.446029,75.20989507,21.59035486,99.04902857,95.98760468,68.20038167,92.14772106,23.94733939,23.94733939,23.94733939,23.94733939
33.95800484,96.58897802,98.78265788,92.74821639,99.03742006,51.90785417,96.21302091,27.59220938,99.26100333,95.56441104,76.9255811,94.00970278,17.08412168,17.08412168,17.08412168,17.08412168
39.73855091,99.54679631,99.02355942,84.05122717,53.38085073,44.9686468,64.38518159,16.83426873,86.29390719,95.14674164,61.06012709,91.7445933,30.68446622,30.68446622,30.68446622,30.68446622
89.67144221,95.41799008,93.56525467,68.1794347,65.49180185,32.64151901,93.03601282,7.365821184,99.61382405,96.54305348,73.64518264,92.84888182,19.20369918,19.20369918,19.20369918,19.20369918
60.36148743,98.34373749,96.36874401,50.51393602,73.53067662,83.16173625,99.77630508,7.830786228,99.77667397,97.63688331,76.32396097,94.33517064,18.01120967,18.01120967,18.01120967,18.01120967
67.22831293,96.68193021,95.85381559,66.40138026,63.69344546,57.89073451,72.31273392,0.084635632,99.38883094,97.96333098,70.90238819,93.421056,22.51866781,22.51866781,22.51866781,22.51866781
63.60953551,95.90059649,98.90200345,64.36516286,99.08790419,99.9332666,90.87702208,10.37239426,81.08392646,98.59015135,82.77997527,95.80404757,13.0240723,13.0240723,13.0240723,13.0240723
63.62522972,97.62322463,97.51219125,81.35754072,55.88890955,22.72942322,99.98534696,17.61079956,99.80393869,94.4698297,67.84447681,91.94891526,24.10443845,24.10443845,24.10443845,24.10443845
91.64993059,99.00374418,96.27123352,50.42540623,99.7845128,95.36230819,94.97784997,19.05585354,66.09833132,97.86520736,83.26174846,95.01866609,11.75691762,11.75691762,11.75691762,11.75691762
82.91245479,97.1942749,98.39747103,74.95293856,99.21562087,35.58441463,85.20242551,13.20894854,99.35950101,97.1012418,79.74470302,93.73626605,13.99156303,13.99156303,13.99156303,13.99156303
85.90376702,97.28469838,97.54283987,39.63994028,70.95186259,45.68491507,84.15841565,22.00354594,99.12458959,95.79793835,71.07595188,91.75365159,20.67769971,20.67769971,20.67769971,20.67769971
98.65734206,98.53699213,99.97771562,42.89966301,99.20410271,52.63843335,84.5899775,0.56513964,99.1279756,96.81740543,80.72333218,93.93152982,13.20819764,13.20819764,13.20819764,13.20819764
63.94053417,99.31500462,94.29496682,87.97019343,92.10433666,59.26386179,99.7333201,24.37568969,93.04378735,98.1377279,81.09670937,94.62764674,13.53093737,13.53093737,13.53093737,13.53093737
60.4654112,94.96324509,91.435301,79.45334046,92.33528909,83.74989452,92.79178225,9.575091129,90.04519647,99.16945647,82.05559973,95.65249874,13.59689901,13.59689901,13.59689901,13.59689901
91.12085127,98.63165025,94.61931125,71.06167484,92.6449085,1.470207351,96.30636462,5.129530835,67.91172318,92.93197368,69.16399758,91.50542683,22.34142924,22.34142924,22.34142924,22.34142924
69.65359404,97.42504004,93.00950762,71.52322046,99.24378612,51.82970669,99.77968957,0.533584161,99.31233337,98.0274876,80.82834679,94.73379379,13.905447,13.905447,13.905447,13.905447
96.84173212,98.44044339,97.67209554,80.1010891,99.81877032,50.62546524,99.46772952,12.5467082,89.00532517,98.35338762,85.49602933,95.01435273,9.5183234,9.5183234,9.5183234,9.5183234
90.09110014,93.71989896,98.30324656,72.06482469,65.52425938,22.31606504,99.54875002,0.660608066,39.4238245,93.74520007,62.64900421,91.31898036,28.66997615,28.66997615,28.66997615,28.66997615
98.43274904,98.19100245,96.50754077,38.45592217,94.22899599,84.37940545,99.32587099,0.519922964,91.41567098,97.69627932,84.56588853,95.22496429,10.65907575,10.65907575,10.65907575,10.65907575
94.70475797,99.68986141,87.85391457,82.52125936,97.09976862,68.50599766,71.94356156,6.506433574,97.11544609,99.15691352,86.56449272,95.82578241,9.261289685,9.261289685,9.261289685,9.261289685
77.11270556,99.74268993,93.23653589,63.80779619,91.84659373,52.70730919,87.26884873,3.943778959,70.26461071,98.19481792,73.4913445,93.39504709,19.90370258,19.90370258,19.90370258,19.90370258
92.27088231,99.49277393,93.79977207,36.5315147,96.57805143,63.3927308,98.1296392,6.437082272,62.31660616,96.48115094,74.77878785,93.0954981,18.31671026,18.31671026,18.31671026,18.31671026
71.19465992,98.11058602,89.72718255,72.59693574,66.99538442,86.62142874,99.80909013,0.992140594,75.39836457,98.98031738,76.68904247,95.09681137,18.40776891,18.40776891,18.40776891,18.40776891
97.97125502,90.49112395,94.6343214,58.04571257,92.16844553,80.97300693,99.38665135,18.94149429,65.32581728,98.30411199,81.91192366,94.55187829,12.63995463,12.63995463,12.63995463,12.63995463
98.11647726,98.22218534,96.76806636,31.85771419,60.01023527,85.17842066,54.07867034,0.921089061,99.72016463,95.48226676,73.84299959,93.55708346,19.71408387,19.71408387,19.71408387,19.71408387
92.24994895,98.50293404,94.52789442,33.83404022,98.78681256,69.25930032,74.88638274,37.94917582,99.40744512,95.70353968,80.13127985,92.90358282,12.77230297,12.77230297,12.77230297,12.77230297
84.17331238,99.55434914,93.12426712,87.29777996,82.96651101,49.47468609,91.17019085,17.41512298,82.57149345,98.38756428,78.6780161,94.11170251,15.43368642,15.43368642,15.43368642,15.43368642
68.92854998,98.13489178,97.40637559,41.33068786,99.80100994,97.43238677,92.22217861,11.6707129,68.71648867,97.16140374,78.03928515,94.50200307,16.46271792,16.46271792,16.46271792,16.46271792
99.08923458,96.82685241,94.11051062,70.58730354,64.93509395,35.59312448,35.2041691,39.04318388,65.35997603,93.11229542,64.60018181,90.53114355,25.93096174,25.93096174,25.93096174,25.93096174
33.43310742,98.28309219,96.29698352,99.83742406,99.69802357,47.52221836,85.37034998,18.0980242,88.84963856,95.57123763,74.31069246,93.96636443,19.65567197,19.65567197,19.65567197,19.65567197
98.87041194,98.53747394,96.63666973,74.300351,99.11256349,91.99151284,78.15390766,0.329103155,99.53282632,99.47128419,91.59504705,97.15594935,5.560902294,5.560902294,5.560902294,5.560902294
56.87400098,94.69414392,99.87091127,13.72744499,91.37863312,71.89181018,82.9814961,4.746977525,96.47803478,94.16730808,69.45238106,92.31003937,22.85765831,22.85765831,22.85765831,22.85765831
58.19592425,99.62097113,99.09244795,86.71547553,99.45602237,51.32634362,76.12828686,18.11827896,76.1995538,97.4317954,74.58248904,93.65905255,19.07656351,19.07656351,19.07656351,19.07656351
78.25702936,99.94437792,98.24291412,74.07105937,99.83513449,90.46862887,83.83236781,20.04926795,48.45054392,97.85308076,79.22693034,94.87299167,15.64606133,15.64606133,15.64606133,15.64606133
66.11705785,97.92747791,99.39804937,84.09077584,84.70628933,94.88864715,75.17489226,15.90944957,99.19249068,98.96346383,84.16353912,96.12426156,11.96072243,11.96072243,11.96072243,11.96072243
80.00868129,98.64502914,99.38454925,96.80246555,95.38310534,51.02255307,74.60512328,1.732842784,99.48556687,98.29978132,83.2666636,95.48954859,12.22288498,12.22288498,12.22288498,12.22288498
71.87146775,97.20115619,91.27994637,95.41021045,99.13129227,99.62194113,99.84906832,0.213189908,99.59580226,99.5576605,93.03271358,98.20556972,5.172856147,5.172856147,5.172856147,5.172856147
83.15824388,97.7605416,88.07400796,83.27927953,96.55558527,99.67256713,86.75749326,4.163263386,85.49659989,99.74397986,89.1113774,97.16642525,8.055047851,8.055047851,8.055047851,8.055047851
90.89991388,98.11356532,93.78495268,37.1493819,46.7154655,48.92588288,97.9412399,15.62399732,79.5844751,94.9393177,65.35348314,91.20769547,25.85421234,25.85421234,25.85421234,25.85421234
72.50843234,99.63897879,97.23479017,26.62905636,99.02211524,61.73797258,70.30143191,34.31856789,52.60961306,93.74342091,65.37331464,90.69456498,25.32125034,25.32125034,25.32125034,25.32125034
85.48221717,96.72271023,95.7709361,98.12639491,91.2111722,90.20467359,83.39689566,9.758856391,99.62602767,99.76167393,91.31065196,97.38313395,6.07248199,6.07248199,6.07248199,6.07248199
68.04172125,98.33627365,89.65145129,55.09138585,91.43467719,31.25934965,99.85031384,17.70282184,99.00111804,95.58304396,73.02437833,92.21922859,19.19485026,19.19485026,19.19485026,19.19485026
96.69813355,96.73963337,98.74500406,93.98986124,80.28746721,80.91983267,53.27548076,7.290915913,99.39920735,98.57214866,86.05473038,96.29047255,10.23574216,10.23574216,10.23574216,10.23574216
51.71087185,94.31716443,97.86843095,59.72085488,99.22972228,99.13803154,68.47627554,20.21374788,82.04631375,97.32676496,77.65520349,94.66477694,17.00957345,17.00957345,17.00957345,17.00957345
87.28382265,99.32891061,88.19206702,9.4230797,95.57374376,83.70341397,79.84032183,17.68490487,96.68402367,94.37054109,77.24303295,93.014433,15.77140005,15.77140005,15.77140005,15.77140005
99.9558023,99.44884005,93.4589508,62.53051012,50.57090182,99.78479677,96.26288814,17.80312717,99.59695835,97.66350274,83.70606958,95.54671903,11.84064945,11.84064945,11.84064945,11.84064945
75.15652303,96.44730734,68.53383388,16.15187106,65.75363189,60.55099636,89.1323158,32.20228073,57.62769748,93.39965213,60.14451469,89.75923313,29.61471844,29.61471844,29.61471844,29.61471844
85.34634895,93.57260581,91.99685275,77.47986125,88.98870087,8.956086687,89.19283394,0.888818348,94.69814509,94.64291464,73.49449325,92.58340232,19.08890907,19.08890907,19.08890907,19.08890907
67.05084274,99.16285812,99.41367529,5.563103954,99.36443059,46.38699286,85.8131781,26.81757236,99.74035112,91.45382687,68.37804579,90.57766192,22.19961613,22.19961613,22.19961613,22.19961613
87.0483747,98.91038594,99.32547733,48.06923383,99.13495393,81.43618511,95.12983419,16.6881395,93.04076141,98.1578846,84.24858327,94.86542417,10.6168409,10.6168409,10.6168409,10.6168409
89.9262347,95.83525415,96.83596887,79.75494853,82.8264741,20.47455137,64.95439308,20.87014552,99.42313565,95.1603422,74.00923791,92.33435847,18.32512055,18.32512055,18.32512055,18.32512055
64.50843485,98.12275808,93.55563998,162.6645497,67.82335069,99.77750129,83.27408884,33.86551177,81.37051229,94.9673017,90.90342284,98.38587854,7.482455705,7.482455705,7.482455705,7.482455705
46.10440425,96.47639429,99.53155794,34.80245411,99.94841117,79.6184919,73.66754246,39.79138925,99.62202818,94.30513787,73.35661873,92.45390905,19.09729032,19.09729032,19.09729032,19.09729032
88.81131527,96.21259462,91.53394821,68.70878005,99.77540614,48.41951698,95.00465585,12.25950474,82.22106325,98.07290308,80.18276384,93.97829801,13.79553416,13.79553416,13.79553416,13.79553416
97.16944717,99.31304154,92.74557727,91.53783725,88.40556304,36.57388538,58.65112092,11.97803056,86.81252402,96.82822092,78.13472681,93.81476441,15.68003761,15.68003761,15.68003761,15.68003761
17.29897873,95.95639872,98.26577606,64.69073363,99.08184288,28.72561484,99.11362272,21.77166762,45.82391617,90.14912372,56.46673396,90.18037505,33.71364109,33.71364109,33.71364109,33.71364109
58.19650068,99.17922377,99.67678536,98.53641534,99.05772056,78.61635969,86.51082793,2.916401028,97.92024559,98.8160683,85.70794671,96.70056697,10.99262026,10.99262026,10.99262026,10.99262026
63.04686794,97.29021154,91.82369905,45.46290741,99.4055694,74.68312899,85.50106395,12.8417264,93.14081823,97.5781197,77.13767476,93.85253704,16.71486228,16.71486228,16.71486228,16.71486228
98.28960429,98.40197567,98.55825024,50.42466757,75.5896661,74.1764368,73.67662622,5.235536978,99.91466991,98.00936589,79.87434774,94.40537526,14.53102751,14.53102751,14.53102751,14.53102751
70.35248327,98.67261211,92.34376187,99.57637337,66.95511904,93.3280886,83.71956258,45.68065286,99.12107366,97.5179048,84.49502368,95.5356029,11.04057923,11.04057923,11.04057923,11.04057923
87.43990973,95.18912622,85.38391674,53.26720503,74.5627636,73.61032237,44.21850934,20.49933362,34.05802273,95.26944572,63.44213977,91.5918189,28.14967913,28.14967913,28.14967913,28.14967913
67.22060496,98.4314049,98.8416978,16.31179892,93.01122348,41.28650566,82.16596617,20.97190842,93.99245973,92.94071257,66.49283161,90.59553987,24.10270826,24.10270826,24.10270826,24.10270826
88.3496729,98.50042696,98.52698141,16.70615567,99.98952725,99.53847066,94.36099976,3.869848045,99.52562394,95.55687431,84.04564635,95.0133943,10.96774796,10.96774796,10.96774796,10.96774796
85.16973225,95.20588479,99.44677283,22.02140865,56.74734317,27.89885506,81.94178336,18.70846526,82.49522938,92.30292675,59.3033798,89.36412698,30.06074718,30.06074718,30.06074718,30.06074718
63.02232171,97.82128081,98.13532306,46.94943831,97.81055484,82.51105561,85.98643034,18.1680455,94.36092456,97.56823213,78.70319941,94.16167333,15.45847393,15.45847393,15.45847393,15.45847393
89.01693524,96.23342621,99.28131106,16.36631291,52.8456847,76.13399723,64.8434663,16.32083978,99.74214956,93.72044957,67.9741126,91.75037584,23.77626324,23.77626324,23.77626324,23.77626324
81.27109906,98.23082636,96.5679522,30.11923599,99.79736379,68.74824377,51.74867009,9.542788343,81.71364828,95.58922476,72.03443006,92.58627701,20.55184694,20.55184694,20.55184694,20.55184694
62.61293332,96.94066472,95.76924214,32.8023017,70.62859157,74.93050418,99.25352687,26.98796909,58.70470332,95.32596343,64.96614235,91.49317851,26.52703616,26.52703616,26.52703616,26.52703616
86.22119457,99.48858735,98.64890451,57.98890519,95.28205473,58.70158176,85.87197287,1.497383436,95.85825536,98.26845784,80.42190675,94.43293641,14.01102966,14.01102966,14.01102966,14.01102966
33.88602614,99.90666899,95.06988446,59.78849981,57.16031187,50.38184886,76.01919213,22.67941891,77.80664405,95.04434109,57.65663137,90.73074012,33.07410875,33.07410875,33.07410875,33.07410875
73.13359593,96.08849927,90.50635669,81.76095729,99.05675772,99.19430107,89.11559051,18.60207291,85.72019726,99.313993,87.72077898,96.52304612,8.802267135,8.802267135,8.802267135,8.802267135
96.00062537,97.03673593,93.10912841,83.49773677,85.47461342,99.4896207,99.54738528,22.94260264,99.58259839,99.46067516,93.25514015,97.13292378,3.877783626,#N/A,#N/A,3.877783626
79.57405329,95.34159451,97.53180573,99.89921942,63.95594503,99.69798575,83.66837817,8.190400349,64.31113737,98.61383786,80.53738374,96.26703207,15.72964833,15.72964833,15.72964833,15.72964833
147.2609855,99.97477592,93.74223041,15.08773888,97.12651239,95.98284582,53.68946657,0.342084729,99.24870733,92.46311384,89.79202552,95.37637972,5.584354206,5.584354206,5.584354206,5.584354206
140.7030958,99.33224922,98.42649264,62.83151999,99.67868383,99.41916231,99.07711047,4.550187373,99.22250841,98.13761746,101.3602945,98.13447016,3.225824368,#N/A,#N/A,3.225824368
99.42718675,96.21854412,96.9806007,52.33275846,99.42157466,24.29495995,83.36438769,26.8469092,64.21815062,94.1881201,71.35526738,91.20948987,19.85422249,19.85422249,19.85422249,19.85422249
128.7628119,95.64950633,98.9236069,62.09046975,99.39471835,55.61623979,99.7515648,9.449999144,99.50639821,97.28393653,91.53605859,95.4960363,3.959977704,#N/A,#N/A,3.959977704
40.23621549,96.75953585,80.50601919,148.5233665,77.63985993,68.82003637,81.76186069,29.73074371,57.6588898,93.22504501,76.36861025,95.43794723,19.06933698,19.06933698,19.06933698,19.06933698
81.55305395,93.51290754,94.56008101,69.88923736,99.38216609,99.33732921,98.73542914,0.653231983,95.69820082,99.42898503,90.27090114,97.15889641,6.887995272,6.887995272,6.887995272,6.887995272
73.76956469,96.60544789,98.33624354,58.42546892,99.248421,99.21321357,83.45749202,10.02550605,84.90550766,98.68790378,83.67402425,95.72098939,12.04696514,12.04696514,12.04696514,12.04696514
80.96129116,92.7784995,97.30791866,80.07954607,99.19494721,86.99460104,99.84960459,4.43522903,77.89903231,99.54339471,86.56388054,96.42135691,9.857476368,9.857476368,9.857476368,9.857476368
90.7381512,98.5200015,98.60553971,81.74341326,39.34026262,59.57990999,75.38570044,15.60691321,77.55584565,96.95464726,69.79593867,93.06901994,23.27308127,23.27308127,23.27308127,23.27308127
89.92615177,98.37691453,99.43142728,96.62788844,99.16773183,99.35006838,81.00027077,9.050088228,85.38652272,99.69116416,92.36186997,97.72636019,5.364490213,5.364490213,5.364490213,5.364490213
